date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2015-01-01,-14.08,-3.66,-20.71,54.23,3.09,0.0,9.74
2015-01-02,-12.1,-6.08,-16.18,64.08,2.22,0.0,9.8
2015-01-03,-9.32,0.46,-16.11,67.79,1.7,0.0,9.91
2015-01-04,-5.27,-0.95,-8.95,47.89,1.12,0.0,6.84
2015-01-05,-11.76,-7.97,-17.13,61.55,6.08,0.0,10.19
2015-01-06,-11.08,-3.24,-17.76,49.92,2.0,0.0,9.97
2015-01-07,-9.01,-3.42,-11.88,49.4,1.31,0.0,9.67
2015-01-08,-10.33,-2.37,-15.05,61.79,2.37,0.0,10.1
2015-01-09,-9.9,-1.4,-15.06,59.6,2.95,0.0,10.44
2015-01-10,-8.9,0.82,-14.52,65.22,2.28,0.0,9.89
2015-01-11,-7.29,-0.56,-11.6,54.35,1.67,0.0,9.99
2015-01-12,-7.68,-0.41,-13.32,76.29,2.51,0.0,8.9
2015-01-13,-6.13,-2.02,-9.56,94.91,2.14,0.55,3.82
2015-01-14,-7.01,-1.12,-11.29,79.59,1.84,0.36,5.47
2015-01-15,-9.54,-3.62,-12.44,79.79,3.35,0.2,6.69
2015-01-16,-12.4,-7.59,-15.05,67.78,4.76,0.03,10.19
2015-01-17,-10.99,-5.99,-15.58,76.43,2.07,0.43,7.13
2015-01-18,-11.63,-7.63,-14.56,74.03,4.93,0.07,8.39
2015-01-19,-11.26,-4.42,-17.34,72.57,1.96,0.0,9.6
2015-01-20,-9.91,-3.4,-14.9,70.75,2.84,0.0,8.71
2015-01-21,-12.1,-4.41,-17.95,66.63,2.03,0.0,11.2
2015-01-22,-11.4,-4.72,-16.2,75.54,2.76,0.0,9.14
2015-01-23,-6.98,1.47,-11.93,56.99,1.64,0.0,11.01
2015-01-24,-6.47,-3.73,-8.73,78.93,2.17,0.13,4.31
2015-01-25,-6.45,0.53,-10.36,79.3,1.7,0.01,8.25
2015-01-26,-13.75,-9.96,-20.48,55.8,6.51,0.0,8.81
2015-01-27,-14.53,-5.97,-21.17,43.82,2.5,0.0,11.2
2015-01-28,-10.13,-5.19,-14.7,63.54,2.43,1.02,7.18
2015-01-29,-14.13,-9.06,-19.0,59.63,4.09,0.02,8.88
2015-01-30,-15.64,-8.46,-20.84,55.6,2.63,0.0,8.92
2015-01-31,-12.97,-6.35,-19.17,47.68,1.3,0.0,9.47
2015-02-01,-11.01,-5.91,-15.78,78.11,1.8,0.02,6.43
2015-02-02,-8.32,-5.1,-11.27,87.76,1.33,0.52,5.51
2015-02-03,-10.89,-4.94,-15.05,68.7,5.16,0.06,9.93
2015-02-04,-11.85,-5.02,-17.39,70.12,5.56,0.0,12.5
2015-02-05,-8.96,-0.6,-16.08,68.8,2.55,0.0,12.59
2015-02-06,-7.29,1.59,-13.05,58.33,3.44,0.0,12.62
2015-02-07,-13.27,-7.7,-19.65,44.59,5.14,0.0,13.22
2015-02-08,-12.57,-3.13,-19.91,49.83,1.98,0.0,12.32
2015-02-09,-8.28,1.23,-15.62,60.03,2.2,0.0,13.3
2015-02-10,-6.79,1.46,-13.37,52.25,2.72,0.0,12.23
2015-02-11,-7.69,0.21,-13.26,55.7,2.97,0.0,14.17
2015-02-12,-7.59,-0.41,-12.55,52.36,1.86,0.0,11.97
2015-02-13,-6.64,1.43,-12.86,56.3,2.8,0.0,14.58
2015-02-14,-2.47,6.22,-10.45,59.84,1.75,0.0,14.3
2015-02-15,-4.17,1.7,-10.06,42.29,4.25,0.0,13.16
2015-02-16,-6.12,2.52,-13.13,55.8,3.47,0.0,15.6
2015-02-17,-4.46,4.2,-11.3,51.93,2.23,0.0,15.74
2015-02-18,-4.1,3.91,-11.73,52.08,2.63,0.0,15.64
2015-02-19,-3.62,-0.81,-5.24,83.31,4.16,1.47,4.32
2015-02-20,-4.05,0.41,-9.23,89.71,2.13,1.32,4.49
2015-02-21,-12.68,-7.4,-19.04,52.32,7.01,0.31,12.13
2015-02-22,-14.62,-7.47,-21.38,49.64,3.1,0.04,12.42
2015-02-23,-10.44,-2.17,-17.11,44.22,2.11,0.0,14.42
2015-02-24,-7.15,1.06,-13.43,49.03,3.09,0.22,12.51
2015-02-25,-11.65,-5.83,-17.01,46.61,4.01,0.02,16.88
2015-02-26,-12.14,-4.61,-19.45,50.07,2.72,0.0,17.8
2015-02-27,-8.39,-4.24,-13.29,77.75,3.7,1.81,4.29
2015-02-28,-8.15,-4.28,-14.0,61.32,4.5,0.12,10.88
2015-03-01,-7.71,0.83,-15.54,48.28,3.41,0.0,12.64
2015-03-02,-7.69,0.68,-14.01,48.05,4.65,0.06,13.36
2015-03-03,-13.73,-7.45,-19.55,42.13,4.02,0.0,18.18
2015-03-04,-10.01,-2.38,-16.28,38.74,1.6,0.0,18.4
2015-03-05,-7.43,0.13,-14.72,55.26,2.94,0.0,17.27
2015-03-06,-5.91,3.8,-13.0,61.85,3.03,0.0,18.14
2015-03-07,-3.13,5.06,-10.81,42.14,2.9,0.0,18.1
2015-03-08,-8.11,-2.42,-15.43,45.94,5.87,0.0,19.18
2015-03-09,-12.41,-5.97,-18.05,41.19,3.97,0.0,21.3
2015-03-10,-9.0,-0.09,-16.98,39.81,3.07,0.0,20.29
2015-03-11,-5.69,3.2,-15.11,36.12,2.99,0.0,20.08
2015-03-12,-1.98,5.63,-7.61,35.16,3.08,0.0,19.11
2015-03-13,-2.09,4.73,-9.92,39.09,2.39,0.0,19.63
2015-03-14,-1.94,3.19,-6.65,37.43,5.37,0.0,20.99
2015-03-15,-0.71,7.21,-7.99,37.39,3.1,0.0,20.5
2015-03-16,2.11,11.19,-3.6,39.18,3.65,0.0,19.33
2015-03-17,2.68,10.19,-4.7,35.3,2.19,0.0,19.53
2015-03-18,3.25,10.9,-3.01,35.22,3.01,0.0,18.86
2015-03-19,0.55,8.49,-4.39,34.41,3.96,0.0,17.98
2015-03-20,-0.27,7.37,-5.43,32.86,4.75,0.0,21.43
2015-03-21,-0.01,7.93,-5.78,30.75,3.9,0.0,22.58
2015-03-22,-0.5,7.66,-6.06,28.12,3.06,0.0,22.17
2015-03-23,0.34,8.07,-5.5,29.41,1.77,0.0,23.59
2015-03-24,2.86,9.64,-3.08,25.11,1.99,0.0,22.57
2015-03-25,3.01,9.9,-3.72,50.34,2.27,0.0,18.95
2015-03-26,2.5,9.93,-2.54,73.95,2.69,0.0,20.08
2015-03-27,4.87,14.49,-3.52,57.54,4.46,0.0,19.91
2015-03-28,4.12,12.88,-3.11,43.44,3.71,0.0,24.63
2015-03-29,5.27,13.27,-2.9,46.86,3.74,0.0,13.65
2015-03-30,8.54,16.84,0.67,68.68,2.43,0.0,16.93
2015-03-31,5.1,12.49,-1.93,38.14,5.68,0.03,20.28
2015-04-01,1.85,9.15,-2.61,65.18,5.84,14.6,4.25
2015-04-02,0.0,6.1,-4.17,81.04,4.77,4.85,9.31
2015-04-03,3.36,11.7,-4.88,70.19,3.65,2.46,16.62
2015-04-04,1.99,6.69,-4.58,61.15,3.52,0.3,14.62
2015-04-05,-3.56,1.41,-7.38,47.25,4.88,0.0,24.35
2015-04-06,-3.52,2.58,-7.36,33.67,3.56,0.0,23.98
2015-04-07,-1.97,4.4,-8.41,34.65,1.63,0.0,25.3
2015-04-08,1.55,8.75,-4.96,38.77,2.18,0.0,22.94
2015-04-09,2.95,10.07,-3.88,35.17,3.15,0.0,20.31
2015-04-10,4.27,12.05,-3.28,38.87,2.84,0.0,21.03
2015-04-11,1.77,10.82,-6.3,47.58,5.32,0.01,20.5
2015-04-12,-3.62,1.1,-7.73,43.21,8.34,0.03,23.17
2015-04-13,2.02,11.07,-5.83,31.5,2.53,0.0,26.82
2015-04-14,8.11,18.98,-1.98,31.36,3.17,0.0,22.28
2015-04-15,5.41,17.11,-3.06,38.99,6.12,0.0,15.88
2015-04-16,3.12,12.65,-6.21,31.18,3.77,0.0,24.82
2015-04-17,10.31,18.8,-1.08,26.6,1.51,0.0,24.59
2015-04-18,6.62,9.28,1.26,56.18,3.22,2.5,8.67
2015-04-19,4.64,13.1,-1.92,29.39,3.56,0.0,25.84
2015-04-20,6.44,15.32,-2.77,29.88,2.59,0.0,27.73
2015-04-21,6.78,14.38,-1.06,34.12,5.66,0.0,27.68
2015-04-22,10.04,19.35,0.04,30.31,3.5,0.0,24.12
2015-04-23,8.79,16.68,0.89,33.19,4.18,0.0,27.95
2015-04-24,11.35,20.72,-0.19,22.61,1.55,0.0,27.97
2015-04-25,13.63,22.49,6.34,21.17,2.19,0.0,28.6
2015-04-26,13.07,21.89,5.36,37.58,2.43,0.0,22.47
2015-04-27,11.93,20.15,4.02,50.06,5.15,0.0,24.26
2015-04-28,12.76,21.57,2.33,33.98,3.27,0.0,28.99
2015-04-29,16.16,26.42,5.78,32.31,1.91,0.0,28.29
2015-04-30,16.97,25.78,6.73,42.85,4.14,1.16,23.98
2015-05-01,9.64,15.32,4.82,57.58,3.13,9.54,18.78
2015-05-02,11.75,22.13,2.96,37.25,4.69,0.0,26.11
2015-05-03,4.57,11.18,-1.8,32.91,5.45,0.0,30.61
2015-05-04,8.1,17.16,-2.24,26.99,3.58,0.0,29.93
2015-05-05,7.25,14.36,-0.08,28.52,4.88,0.0,26.74
2015-05-06,5.74,15.01,-2.26,45.58,3.03,0.02,10.75
2015-05-07,8.08,17.97,-0.3,37.27,3.93,0.0,23.74
2015-05-08,8.07,16.41,0.27,33.86,3.74,0.0,27.19
2015-05-09,9.77,16.79,1.68,50.03,4.58,0.73,23.72
2015-05-10,5.24,10.66,-1.58,64.59,6.02,10.13,12.2
2015-05-11,4.31,9.26,-2.18,49.28,6.15,0.1,20.37
2015-05-12,11.65,21.23,0.73,26.42,5.95,0.0,30.72
2015-05-13,12.42,21.05,5.27,35.78,4.31,0.0,20.88
2015-05-14,11.38,22.71,2.45,43.61,4.55,0.73,24.76
2015-05-15,8.96,17.24,0.95,37.62,3.14,0.0,31.76
2015-05-16,13.72,22.74,4.22,24.41,3.41,0.0,31.38
2015-05-17,13.63,22.52,5.44,42.4,4.19,0.0,22.13
2015-05-18,10.43,17.94,3.29,23.76,6.0,0.0,31.09
2015-05-19,8.45,15.62,1.67,25.06,5.42,0.0,31.84
2015-05-20,12.42,20.44,1.14,32.69,1.45,0.0,28.25
2015-05-21,14.2,21.28,8.99,26.24,1.88,0.0,25.73
2015-05-22,16.29,24.72,7.43,27.51,2.72,0.0,30.22
2015-05-23,17.85,25.95,9.14,27.05,1.87,0.0,27.5
2015-05-24,17.55,26.3,10.35,43.75,2.93,0.16,25.71
2015-05-25,19.75,29.69,9.36,40.96,2.5,0.0,30.31
2015-05-26,20.7,28.43,11.8,36.95,2.42,0.0,26.69
2015-05-27,22.21,29.64,14.19,35.73,2.57,0.0,25.01
2015-05-28,18.05,22.18,13.2,41.42,2.69,0.0,12.48
2015-05-29,16.44,23.14,10.8,23.32,3.77,0.0,25.58
2015-05-30,17.2,25.21,8.38,31.7,3.0,0.0,30.34
2015-05-31,19.03,27.9,8.78,28.04,4.53,0.0,26.34
2015-06-01,17.09,22.71,10.14,25.76,3.76,0.0,22.51
2015-06-02,14.67,22.63,6.7,27.83,4.46,0.0,30.62
2015-06-03,14.47,21.52,6.88,37.49,3.37,1.09,12.91
2015-06-04,12.03,17.42,7.79,60.61,4.59,7.86,12.8
2015-06-05,15.88,26.0,6.64,41.17,4.19,0.16,27.41
2015-06-06,11.88,18.84,4.89,47.09,3.5,0.62,24.08
2015-06-07,10.65,16.45,5.35,50.14,1.28,0.66,15.98
2015-06-08,15.03,23.94,4.87,40.42,2.91,0.0,27.78
2015-06-09,16.67,24.14,10.01,49.72,2.93,0.97,18.24
2015-06-10,13.23,18.69,6.99,59.05,5.12,2.03,18.32
2015-06-11,13.11,19.88,5.71,59.86,5.42,1.49,19.78
2015-06-12,12.07,18.08,5.74,67.38,6.65,3.71,18.65
2015-06-13,14.68,21.69,7.81,64.55,3.65,0.88,16.26
2015-06-14,17.41,24.63,8.07,54.47,1.71,0.0,25.12
2015-06-15,17.45,22.33,11.68,66.54,1.52,1.8,17.36
2015-06-16,17.97,23.53,10.6,64.38,1.95,0.68,20.13
2015-06-17,18.84,26.2,10.52,47.08,4.02,0.0,28.4
2015-06-18,16.99,25.2,8.0,40.02,3.28,0.02,31.67
2015-06-19,14.61,22.12,7.61,50.2,4.71,0.09,28.26
2015-06-20,16.96,24.68,6.96,48.62,2.06,0.0,24.03
2015-06-21,15.91,22.54,11.95,58.96,1.67,0.67,10.96
2015-06-22,16.59,21.66,11.13,67.52,2.06,2.72,18.03
2015-06-23,17.27,22.23,11.11,73.39,1.78,2.48,16.73
2015-06-24,17.41,21.93,13.44,72.44,1.18,3.02,11.23
2015-06-25,18.64,25.32,10.85,62.88,1.54,9.85,23.67
2015-06-26,21.82,30.18,11.91,48.49,0.82,0.15,30.57
2015-06-27,24.35,33.09,14.74,38.67,1.51,0.0,26.33
2015-06-28,21.11,26.63,16.14,61.54,3.09,0.62,13.38
2015-06-29,19.05,24.53,14.33,65.28,2.86,1.78,13.4
2015-06-30,18.38,26.24,11.97,48.58,4.17,14.62,27.73
2015-07-01,18.24,25.88,10.16,41.42,4.71,0.05,28.45
2015-07-02,17.76,25.53,9.9,43.12,2.88,0.0,30.22
2015-07-03,19.71,27.85,10.44,35.09,1.12,0.72,31.15
2015-07-04,20.66,30.01,11.67,41.07,2.54,0.41,23.09
2015-07-05,20.18,28.81,12.3,60.29,2.58,1.51,22.11
2015-07-06,19.33,24.73,13.79,64.85,2.02,0.5,22.29
2015-07-07,21.23,29.03,12.9,51.16,2.3,0.13,26.3
2015-07-08,24.13,30.88,16.88,37.63,1.83,0.0,22.55
2015-07-09,21.26,27.54,15.67,52.54,2.2,1.16,15.11
2015-07-10,20.46,25.89,15.04,54.03,1.64,1.35,20.13
2015-07-11,22.05,29.21,12.89,48.72,1.61,0.0,25.28
2015-07-12,23.83,31.74,15.75,42.6,1.73,0.0,23.49
2015-07-13,23.64,31.73,16.81,35.35,3.02,0.02,28.37
2015-07-14,21.0,26.26,16.61,37.92,1.88,0.5,20.65
2015-07-15,18.57,23.94,13.22,59.81,1.71,6.85,12.4
2015-07-16,17.14,23.33,11.95,65.13,1.67,4.8,23.42
2015-07-17,16.26,21.58,11.72,73.66,2.19,3.83,20.43
2015-07-18,16.2,20.75,11.64,72.78,0.96,1.76,15.13
2015-07-19,17.22,21.22,11.92,67.58,1.27,0.7,20.71
2015-07-20,19.68,25.56,12.99,61.33,1.13,2.9,23.07
2015-07-21,19.42,24.43,15.23,62.43,0.9,1.14,21.06
2015-07-22,19.01,24.56,13.55,58.76,2.81,0.37,23.55
2015-07-23,17.89,24.23,12.07,54.04,2.91,4.72,21.25
2015-07-24,19.68,26.89,11.38,56.46,2.19,6.82,25.9
2015-07-25,21.88,29.8,14.67,47.39,2.72,2.5,20.16
2015-07-26,22.05,28.81,13.75,46.1,1.55,0.98,25.54
2015-07-27,23.09,30.27,15.88,62.04,2.43,10.54,22.88
2015-07-28,21.71,28.56,17.4,74.03,2.22,7.31,21.95
2015-07-29,23.36,31.32,16.13,60.89,2.3,3.87,22.28
2015-07-30,22.02,29.85,13.62,48.67,1.59,0.01,26.55
2015-07-31,22.6,29.38,14.63,60.43,1.46,0.0,22.92
2015-08-01,23.35,30.42,16.42,66.59,2.2,7.03,16.83
2015-08-02,21.06,28.09,15.43,43.95,3.11,0.04,27.31
2015-08-03,20.42,28.55,12.86,40.8,1.76,0.69,18.78
2015-08-04,20.07,30.77,10.18,49.5,2.74,1.15,20.3
2015-08-05,20.36,28.63,12.69,42.26,2.15,0.55,27.45
2015-08-06,19.77,27.42,11.15,43.02,1.76,0.0,27.86
2015-08-07,21.61,29.03,13.69,42.4,0.93,0.21,25.84
2015-08-08,20.98,27.7,13.93,56.68,1.01,1.25,24.07
2015-08-09,22.22,30.45,14.06,39.41,1.62,0.0,24.78
2015-08-10,22.14,30.54,13.54,37.0,1.91,0.0,25.94
2015-08-11,22.3,29.83,14.63,41.44,1.91,0.0,21.5
2015-08-12,23.07,30.95,15.66,40.92,1.56,0.0,25.74
2015-08-13,19.8,27.81,12.25,56.27,2.41,1.54,16.02
2015-08-14,18.19,27.15,9.37,44.05,2.66,0.0,27.72
2015-08-15,21.08,29.72,10.72,27.2,1.04,0.0,28.19
2015-08-16,22.43,30.25,15.25,28.44,1.77,0.03,24.22
2015-08-17,18.85,25.61,12.47,36.85,2.43,0.1,26.34
2015-08-18,19.11,27.45,10.62,27.88,3.41,0.0,24.61
2015-08-19,16.78,23.59,9.4,39.99,2.37,0.04,23.25
2015-08-20,17.61,25.46,9.51,40.23,3.01,0.0,26.04
2015-08-21,17.94,25.36,10.35,45.48,2.73,0.0,20.92
2015-08-22,17.75,24.07,10.81,45.39,2.3,0.89,20.24
2015-08-23,18.92,26.41,11.54,43.17,1.6,0.96,22.83
2015-08-24,16.59,22.98,10.14,68.27,1.36,5.71,20.88
2015-08-25,16.7,21.05,11.3,65.77,1.26,1.59,19.94
2015-08-26,18.41,25.35,11.13,49.48,2.04,0.15,21.96
2015-08-27,19.08,26.8,11.74,45.07,2.22,0.01,22.06
2015-08-28,19.59,27.04,12.08,42.89,1.63,1.21,19.42
2015-08-29,19.23,26.88,12.98,43.83,1.39,0.71,18.7
2015-08-30,16.47,22.48,11.07,61.37,1.95,4.09,15.51
2015-08-31,15.97,23.28,10.07,56.7,3.93,0.19,19.85
2015-09-01,15.15,22.16,8.49,60.56,2.94,0.88,18.02
2015-09-02,17.34,26.1,8.68,54.24,2.32,0.0,24.12
2015-09-03,18.64,25.69,11.06,48.42,2.0,0.07,22.0
2015-09-04,14.73,18.52,11.21,79.93,3.01,17.55,6.96
2015-09-05,14.57,20.25,10.06,77.32,1.62,14.36,7.54
2015-09-06,15.91,22.27,9.76,69.07,1.58,1.89,17.07
2015-09-07,15.91,20.9,9.89,66.75,1.35,0.0,18.05
2015-09-08,13.62,18.69,9.22,72.48,2.59,4.5,5.98
2015-09-09,13.24,20.49,8.61,67.56,2.85,1.46,13.75
2015-09-10,11.91,18.29,5.5,72.84,2.41,6.77,7.18
2015-09-11,8.2,14.41,2.51,65.42,3.86,3.1,14.19
2015-09-12,9.71,18.97,0.46,48.03,2.7,0.0,24.46
2015-09-13,12.39,19.97,6.62,37.18,1.84,0.0,24.05
2015-09-14,13.08,21.56,5.45,45.98,2.09,0.0,23.18
2015-09-15,13.29,21.05,6.04,68.08,2.4,0.0,19.81
2015-09-16,13.14,18.88,6.81,75.35,1.73,2.01,14.11
2015-09-17,12.45,16.24,9.19,80.42,1.33,1.38,8.84
2015-09-18,13.66,22.04,6.1,50.62,1.31,0.0,22.06
2015-09-19,13.75,22.04,5.11,43.69,1.92,0.0,19.7
2015-09-20,14.39,22.39,6.62,65.7,2.17,0.0,17.71
2015-09-21,15.69,21.73,9.57,67.77,3.56,0.85,15.25
2015-09-22,12.3,18.24,8.09,63.65,3.0,8.65,16.7
2015-09-23,12.4,20.36,4.86,50.53,2.63,0.21,13.67
2015-09-24,11.19,19.67,3.31,62.26,2.83,2.91,16.65
2015-09-25,8.58,17.66,0.38,43.42,2.02,0.0,22.07
2015-09-26,11.21,19.79,3.13,38.12,2.37,0.0,17.98
2015-09-27,11.89,19.55,3.76,50.47,2.06,0.36,15.17
2015-09-28,9.97,17.1,2.97,66.44,3.5,1.54,10.44
2015-09-29,9.95,13.91,7.93,87.18,4.94,16.02,3.07
2015-09-30,7.88,12.51,0.44,86.36,4.57,11.33,2.97
2015-10-01,5.2,14.14,-1.86,56.43,5.0,0.04,19.36
2015-10-02,7.33,17.16,-1.19,55.43,2.75,0.0,19.59
2015-10-03,9.51,16.81,2.94,50.27,2.0,0.0,19.31
2015-10-04,9.55,17.52,2.92,44.34,2.02,0.0,18.87
2015-10-05,10.56,20.03,1.87,42.25,2.0,0.0,18.72
2015-10-06,11.35,18.51,4.24,59.23,1.92,0.0,14.93
2015-10-07,6.83,14.42,-1.11,57.78,3.95,0.0,17.46
2015-10-08,2.15,9.36,-4.79,42.48,5.09,0.0,19.91
2015-10-09,1.88,9.01,-3.73,49.53,5.44,0.0,18.96
2015-10-10,-0.63,4.96,-5.39,54.86,5.44,0.0,18.5
2015-10-11,4.16,12.59,-2.11,50.78,4.32,0.0,17.31
2015-10-12,7.27,16.32,-1.32,41.3,1.9,0.0,18.15
2015-10-13,8.89,15.88,3.34,42.23,1.74,0.05,13.83
2015-10-14,9.48,16.98,4.48,57.33,0.98,0.05,14.7
2015-10-15,8.19,16.11,3.25,46.82,1.93,0.0,16.72
2015-10-16,9.76,18.55,2.31,54.28,2.25,0.0,16.27
2015-10-17,8.88,17.06,0.18,54.35,3.68,0.01,15.38
2015-10-18,6.35,15.7,-2.35,48.96,2.61,0.0,16.53
2015-10-19,9.28,19.17,1.66,58.48,1.45,0.0,15.92
2015-10-20,8.84,17.23,3.08,69.17,3.6,0.0,12.52
2015-10-21,3.22,6.28,1.65,76.74,3.83,5.15,1.98
2015-10-22,4.96,12.19,-1.08,78.34,1.12,0.24,6.71
2015-10-23,6.72,14.02,1.03,60.83,1.14,0.0,10.33
2015-10-24,7.11,15.46,0.76,61.13,2.0,0.0,14.43
2015-10-25,3.73,8.23,-0.99,88.0,3.05,2.8,7.77
2015-10-26,-0.37,3.73,-5.04,48.41,5.36,0.31,14.24
2015-10-27,-1.35,5.71,-5.67,51.01,3.25,0.0,14.44
2015-10-28,-1.86,4.59,-6.22,49.11,2.89,0.0,14.1
2015-10-29,-3.9,2.01,-7.53,51.59,3.78,0.0,15.45
2015-10-30,-1.65,6.17,-6.6,55.68,2.92,0.0,15.26
2015-10-31,-0.32,7.77,-4.49,50.15,2.56,0.0,13.96
2015-11-01,0.56,8.58,-4.66,50.26,2.07,0.0,12.28
2015-11-02,0.55,7.36,-4.31,60.52,2.05,0.0,14.14
2015-11-03,2.96,9.68,-2.7,72.38,3.39,0.0,5.7
2015-11-04,2.91,8.81,-1.65,69.62,2.75,0.03,6.34
2015-11-05,-0.86,1.18,-2.5,75.56,4.78,14.76,3.09
2015-11-06,-2.23,0.84,-4.36,89.95,2.29,7.67,4.26
2015-11-07,-1.58,2.73,-5.64,88.24,0.7,2.03,2.89
2015-11-08,-2.49,2.73,-6.07,87.13,1.25,0.28,5.12
2015-11-09,-3.46,2.29,-6.59,88.97,1.15,0.0,8.1
2015-11-10,-0.64,5.89,-5.34,73.94,1.08,0.0,6.62
2015-11-11,0.14,4.16,-2.49,83.44,1.78,0.25,5.06
2015-11-12,0.47,4.67,-1.59,93.23,2.61,0.25,5.11
2015-11-13,0.49,4.35,-2.05,90.59,3.91,0.0,4.52
2015-11-14,0.5,4.14,-2.36,93.22,2.65,0.0,3.19
2015-11-15,0.78,7.5,-4.27,75.87,2.08,0.0,9.76
2015-11-16,-0.2,6.17,-4.92,82.64,2.65,0.0,8.56
2015-11-17,-1.42,3.49,-6.38,78.7,2.59,0.05,7.08
2015-11-18,-0.33,3.94,-3.71,89.06,3.53,1.29,2.12
2015-11-19,-1.65,2.87,-4.07,72.56,2.38,0.69,5.08
2015-11-20,-2.99,2.56,-5.91,68.33,1.81,0.03,10.74
2015-11-21,-2.93,3.21,-5.9,64.5,2.24,0.06,10.25
2015-11-22,-4.55,0.25,-11.2,82.52,3.74,8.41,2.66
2015-11-23,-11.74,-6.53,-15.79,68.35,4.03,0.03,7.07
2015-11-24,-9.68,-5.14,-12.58,70.49,2.69,1.68,4.69
2015-11-25,-17.08,-12.72,-21.35,70.53,5.62,0.11,10.49
2015-11-26,-13.48,-5.06,-20.08,77.64,2.61,0.16,10.78
2015-11-27,-5.98,0.03,-11.79,85.93,1.58,1.33,3.62
2015-11-28,-6.05,-1.72,-8.4,92.08,2.07,0.43,7.62
2015-11-29,-7.78,-0.7,-12.87,77.93,2.14,0.01,7.88
2015-11-30,-6.35,-0.53,-11.56,90.45,2.01,0.0,8.04
2015-12-01,-7.12,-2.72,-13.79,80.8,4.0,0.27,8.1
2015-12-02,-13.39,-9.93,-17.06,73.49,6.43,0.08,8.64
2015-12-03,-14.59,-10.23,-18.39,76.14,6.21,0.02,9.96
2015-12-04,-12.57,-3.46,-18.72,80.4,2.78,0.0,10.24
2015-12-05,-9.7,-3.89,-15.33,68.94,1.66,0.0,9.62
2015-12-06,-6.04,-1.57,-8.73,69.46,1.11,0.1,6.81
2015-12-07,-7.62,-2.66,-10.44,91.45,1.44,0.01,6.49
2015-12-08,-5.84,-2.57,-9.6,97.68,1.66,0.05,6.84
2015-12-09,-5.65,-2.27,-9.93,96.65,1.83,0.02,5.11
2015-12-10,-9.07,-0.89,-13.58,65.95,2.33,0.0,8.34
2015-12-11,-8.14,-4.09,-13.7,86.21,1.57,0.0,5.34
2015-12-12,-5.28,0.67,-8.21,85.36,1.02,0.0,4.98
2015-12-13,-5.58,-2.17,-11.41,88.0,1.74,1.78,5.99
2015-12-14,-11.42,-5.97,-15.43,73.25,4.14,0.04,8.77
2015-12-15,-14.47,-10.09,-17.05,78.68,5.74,0.01,8.39
2015-12-16,-15.9,-9.81,-20.14,73.91,4.07,0.0,9.51
2015-12-17,-13.76,-7.74,-17.15,71.68,1.88,0.0,9.29
2015-12-18,-11.04,-2.29,-16.85,63.89,1.39,0.0,9.31
2015-12-19,-9.27,-4.99,-14.18,72.12,1.66,0.0,6.31
2015-12-20,-10.13,-4.68,-12.98,92.68,1.98,0.0,6.29
2015-12-21,-10.36,-4.31,-13.72,88.87,1.22,0.0,7.1
2015-12-22,-10.73,-6.37,-14.75,96.58,1.83,0.0,5.08
2015-12-23,-10.68,-3.4,-16.21,75.86,1.55,0.0,6.7
2015-12-24,-12.85,-6.45,-16.28,82.59,2.65,0.0,7.24
2015-12-25,-11.01,-3.32,-15.28,82.41,2.94,0.0,8.25
2015-12-26,-11.03,-2.73,-15.22,74.34,2.65,0.0,7.48
2015-12-27,-11.48,-4.78,-15.19,66.72,1.38,0.0,7.83
2015-12-28,-11.53,-6.54,-14.43,94.8,1.94,0.0,7.72
2015-12-29,-11.71,-4.29,-16.14,87.69,2.5,0.0,7.77
2015-12-30,-11.58,-3.4,-17.44,73.33,2.33,0.0,9.12
2015-12-31,-11.27,-5.01,-15.79,86.09,1.88,0.0,8.65
2016-01-01,-9.75,-2.13,-13.84,88.32,1.64,0.0,8.61
2016-01-02,-7.23,0.91,-12.22,78.07,1.13,0.0,8.72
2016-01-03,-9.84,-1.69,-14.21,81.23,2.86,0.03,8.41
2016-01-04,-15.75,-10.42,-21.79,68.5,4.16,0.01,7.66
2016-01-05,-17.14,-9.37,-22.97,72.69,2.26,0.0,9.34
2016-01-06,-17.1,-10.22,-21.59,74.09,3.81,0.0,9.42
2016-01-07,-17.36,-9.2,-22.04,80.28,3.1,0.0,8.59
2016-01-08,-15.18,-7.13,-20.73,76.1,2.74,0.0,9.09
2016-01-09,-13.29,-5.45,-17.9,74.4,1.52,0.0,8.63
2016-01-10,-16.1,-11.69,-21.93,78.36,4.06,0.21,7.73
2016-01-11,-19.28,-10.91,-24.51,73.88,2.96,0.0,9.65
2016-01-12,-18.92,-10.04,-23.78,71.0,4.07,0.0,10.03
2016-01-13,-17.36,-9.77,-22.35,61.48,4.0,0.0,9.38
2016-01-14,-15.46,-6.36,-20.7,61.55,2.35,0.0,9.87
2016-01-15,-15.34,-10.06,-20.08,84.62,1.71,0.02,9.06
2016-01-16,-14.06,-6.94,-20.13,82.95,3.16,0.21,7.89
2016-01-17,-20.33,-14.06,-26.47,69.17,4.53,0.0,9.5
2016-01-18,-22.06,-14.73,-27.36,68.44,4.8,0.0,10.04
2016-01-19,-17.68,-9.39,-23.66,59.45,2.11,0.0,10.26
