date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2020-06-15,20.25,27.55,12.12,27.39,1.41,0.0,30.86
2020-06-16,22.06,29.58,13.55,34.09,2.4,0.05,25.1
2020-06-17,17.65,21.5,14.17,58.68,1.49,2.08,11.83
2020-06-18,20.38,28.92,12.29,49.55,2.52,3.08,29.32
2020-06-19,22.05,31.04,11.24,44.68,1.57,0.64,28.9
2020-06-20,23.79,32.18,14.06,48.7,2.42,0.25,26.81
2020-06-21,23.71,29.92,15.97,43.75,2.76,0.75,23.9
2020-06-22,18.47,21.33,13.23,69.39,2.06,7.51,8.23
2020-06-23,21.28,29.64,11.96,44.25,1.82,0.0,29.61
2020-06-24,19.79,27.44,14.05,35.53,2.66,0.09,19.91
2020-06-25,18.21,24.96,10.35,37.54,2.85,0.05,28.44
2020-06-26,19.83,28.08,10.99,39.29,2.84,0.0,26.79
2020-06-27,21.95,29.84,12.02,34.97,1.31,0.0,30.24
2020-06-28,17.8,19.83,14.16,70.59,3.13,5.63,8.16
2020-06-29,17.52,22.48,13.14,73.08,2.14,13.07,17.82
2020-06-30,18.7,25.25,11.33,59.65,3.45,2.72,25.04
2020-07-01,21.16,27.61,14.32,49.82,1.14,5.63,22.86
2020-07-02,17.5,20.86,13.42,68.27,0.93,2.11,17.47
2020-07-03,20.11,27.09,11.93,59.23,1.53,0.91,25.79
2020-07-04,17.77,22.83,12.78,66.89,1.59,4.67,14.98
2020-07-05,19.08,26.8,11.36,58.7,2.04,1.55,25.94
2020-07-06,21.18,28.45,13.19,46.3,2.19,0.59,26.78
2020-07-07,22.44,30.0,13.47,44.25,1.85,0.0,27.08
2020-07-08,21.98,31.47,15.6,66.06,2.89,6.26,23.78
2020-07-09,20.44,28.72,15.01,63.89,2.14,2.55,25.42
2020-07-10,22.53,31.08,14.56,51.38,3.11,0.66,23.58
2020-07-11,19.64,24.99,16.56,76.66,3.32,8.09,15.31
2020-07-12,16.77,19.51,12.97,80.95,1.9,9.63,12.58
2020-07-13,19.7,27.46,11.88,62.76,2.18,1.5,26.31
2020-07-14,21.93,29.52,13.01,54.34,2.27,0.02,27.11
2020-07-15,23.08,29.57,14.36,55.61,1.37,0.21,23.87
2020-07-16,21.49,27.17,17.94,71.68,2.16,20.14,16.47
2020-07-17,18.32,20.63,15.35,80.83,1.39,17.11,7.71
2020-07-18,17.64,24.15,10.67,57.7,2.73,6.87,27.25
2020-07-19,19.22,27.02,9.65,42.83,2.04,0.0,27.58
2020-07-20,21.8,30.17,12.53,46.84,1.99,0.04,28.54
2020-07-21,21.77,28.32,15.31,54.7,3.64,0.05,27.54
2020-07-22,19.45,25.88,12.74,69.19,2.1,0.0,21.88
2020-07-23,20.94,27.94,13.51,63.54,1.7,0.0,24.8
2020-07-24,22.38,28.77,14.64,60.71,1.7,0.16,21.65
2020-07-25,19.07,21.99,16.33,77.44,2.1,6.82,6.26
2020-07-26,18.86,22.91,14.8,77.69,1.89,11.28,14.56
2020-07-27,20.98,28.3,14.07,63.07,1.88,11.9,26.34
2020-07-28,21.06,27.74,13.35,59.57,1.7,3.47,27.27
2020-07-29,22.25,30.05,13.95,55.22,1.5,0.27,28.26
2020-07-30,21.85,28.16,17.92,74.32,2.79,3.76,17.48
2020-07-31,22.06,29.01,17.08,69.49,1.82,4.75,25.94
2020-08-01,20.36,27.17,15.78,77.94,2.47,23.19,15.59
2020-08-02,20.32,27.24,14.22,60.72,2.46,0.98,27.51
2020-08-03,19.24,26.62,11.83,54.22,3.03,0.0,28.75
2020-08-04,20.82,27.43,13.89,55.06,1.09,0.0,26.79
2020-08-05,20.62,27.03,13.7,66.83,1.86,0.0,23.11
2020-08-06,20.15,26.51,14.05,73.17,2.41,0.0,15.06
2020-08-07,21.5,28.39,13.95,68.6,2.08,0.45,24.49
2020-08-08,21.52,28.85,14.71,60.35,2.34,6.51,25.58
2020-08-09,20.34,28.2,13.14,53.15,2.62,0.56,26.22
2020-08-10,19.92,27.6,12.94,49.39,1.83,1.1,26.9
2020-08-11,20.92,29.35,12.35,54.68,1.71,0.38,16.82
2020-08-12,18.95,23.32,14.65,82.29,4.0,7.95,6.89
2020-08-13,19.59,27.62,12.45,62.59,3.0,0.23,25.46
2020-08-14,20.59,27.59,12.58,52.82,2.04,0.0,23.44
2020-08-15,20.58,26.95,13.93,62.81,1.33,0.02,11.83
2020-08-16,19.74,26.17,13.85,75.3,1.99,2.2,17.4
2020-08-17,16.64,19.43,12.66,82.24,2.1,12.71,4.53
2020-08-18,15.32,20.72,11.1,69.06,1.55,10.72,15.79
2020-08-19,17.27,23.78,9.7,60.84,1.71,0.09,24.03
2020-08-20,17.68,23.66,11.16,64.84,1.56,0.04,24.22
2020-08-21,17.88,25.0,11.84,70.74,2.35,0.02,24.19
2020-08-22,17.49,22.69,12.84,81.95,3.58,4.21,8.63
2020-08-23,15.66,19.08,10.52,86.38,2.11,28.8,4.38
2020-08-24,17.31,26.13,9.26,63.15,2.07,0.08,24.03
2020-08-25,18.68,26.52,11.35,54.05,2.04,0.12,25.09
2020-08-26,18.76,26.81,11.76,62.78,1.36,0.02,22.71
2020-08-27,19.76,26.44,12.99,60.71,1.51,0.15,25.05
2020-08-28,17.66,22.97,13.12,73.61,1.39,19.79,24.56
2020-08-29,18.21,22.54,13.46,77.93,1.84,2.32,11.66
2020-08-30,15.23,17.57,11.45,87.39,3.18,10.67,4.32
2020-08-31,15.03,22.34,9.82,69.65,2.42,4.13,19.16
2020-09-01,13.85,22.3,6.89,59.46,2.83,0.29,22.16
2020-09-02,11.41,18.34,4.96,65.24,2.87,0.31,20.09
2020-09-03,11.48,19.3,3.82,58.06,2.78,0.0,25.18
2020-09-04,14.68,23.88,7.02,51.13,2.58,0.0,23.85
2020-09-05,15.0,22.26,8.05,59.8,1.98,0.45,18.35
2020-09-06,15.95,23.2,10.15,72.35,2.37,8.68,20.18
2020-09-07,15.42,22.19,9.79,65.94,3.24,0.54,22.19
2020-09-08,14.22,21.42,8.08,64.52,2.6,0.0,21.6
2020-09-09,13.44,20.75,7.74,60.23,1.91,0.0,22.01
2020-09-10,13.04,21.28,6.18,60.13,3.01,0.0,23.7
2020-09-11,13.01,21.31,4.66,68.24,2.12,0.0,23.75
2020-09-12,14.66,20.82,8.57,75.17,2.33,0.75,20.5
2020-09-13,12.33,15.1,6.02,84.59,2.53,16.99,5.39
2020-09-14,11.08,18.28,3.85,53.61,1.85,0.0,19.59
2020-09-15,10.42,17.96,2.11,60.54,3.36,4.85,20.92
2020-09-16,6.51,14.09,-0.12,55.54,4.2,0.0,23.24
2020-09-17,8.78,16.99,0.42,54.39,3.29,0.0,20.62
2020-09-18,11.12,18.82,1.96,48.69,2.08,0.0,22.78
2020-09-19,13.88,21.82,6.96,44.03,1.23,0.0,22.24
2020-09-20,13.41,21.48,4.95,54.26,1.52,0.0,17.82
2020-09-21,12.2,16.56,7.44,70.95,2.12,0.0,15.68
2020-09-22,10.66,17.56,4.12,64.4,1.79,0.44,10.51
2020-09-23,10.01,14.9,6.81,80.68,1.45,2.09,7.05
2020-09-24,11.54,19.85,2.91,58.03,1.05,0.0,19.99
2020-09-25,12.28,20.07,5.78,62.01,2.18,0.15,19.51
2020-09-26,12.45,19.21,6.63,79.16,2.72,0.3,13.35
2020-09-27,12.54,17.18,9.45,82.24,2.67,0.11,7.26
2020-09-28,10.25,14.68,4.69,87.27,2.56,2.08,7.55
2020-09-29,8.4,16.1,3.88,58.2,2.59,0.11,18.17
2020-09-30,8.99,13.76,3.05,81.1,2.87,5.3,10.04
2020-10-01,4.74,12.3,-1.41,54.82,4.19,0.0,18.52
2020-10-02,4.03,11.9,-3.97,55.32,2.58,0.32,19.67
2020-10-03,1.68,8.97,-4.75,50.75,4.21,0.0,19.45
2020-10-04,-0.83,7.29,-6.06,53.47,4.03,0.0,20.33
2020-10-05,2.27,9.88,-4.81,48.4,1.76,0.0,19.6
2020-10-06,5.18,12.79,-0.43,44.93,1.59,0.0,15.74
2020-10-07,7.28,14.96,0.22,50.74,1.69,0.0,17.06
2020-10-08,6.81,11.7,2.41,82.74,3.83,0.64,9.54
2020-10-09,7.59,14.3,3.68,62.25,2.7,0.04,17.76
2020-10-10,7.38,13.33,2.1,71.9,2.33,4.03,13.3
2020-10-11,1.86,6.79,-1.47,50.84,3.41,0.85,15.1
2020-10-12,1.41,9.41,-4.74,48.69,2.62,1.82,18.4
2020-10-13,1.16,7.76,-4.4,52.29,2.74,0.0,15.38
2020-10-14,3.05,9.87,-1.76,56.99,2.67,0.01,15.23
2020-10-15,2.98,9.74,-2.52,59.84,2.75,0.0,15.44
2020-10-16,1.23,9.06,-4.97,54.54,2.98,0.0,17.0
2020-10-17,2.65,12.23,-3.44,47.8,2.18,0.0,17.4
2020-10-18,4.13,11.73,-3.13,45.24,1.69,0.0,16.77
2020-10-19,4.26,12.1,-1.47,50.13,2.28,0.0,16.56
2020-10-20,3.22,12.77,-4.62,54.67,4.82,0.0,13.51
2020-10-21,-1.04,6.57,-6.93,48.21,3.67,0.0,14.92
2020-10-22,-1.85,4.93,-6.08,53.37,3.44,0.0,16.4
2020-10-23,2.13,9.38,-3.54,42.33,0.92,0.0,16.27
2020-10-24,4.52,10.92,-2.57,48.84,1.7,0.0,12.83
2020-10-25,8.15,16.46,2.4,69.34,1.46,0.04,13.7
2020-10-26,2.68,9.36,-5.12,45.8,3.85,0.0,15.11
2020-10-27,-0.1,7.56,-5.76,43.6,2.07,0.0,12.46
2020-10-28,3.17,8.87,-2.31,38.07,1.04,0.0,10.79
2020-10-29,3.7,11.04,-1.17,42.5,1.46,0.0,14.07
2020-10-30,3.36,8.91,-1.89,73.37,3.31,0.12,8.31
2020-10-31,0.16,7.12,-4.83,55.22,3.17,0.0,13.15
2020-11-01,-1.07,6.48,-5.4,56.97,2.85,0.07,12.98
2020-11-02,-3.64,1.74,-6.62,53.8,3.75,0.0,14.18
2020-11-03,-1.94,4.79,-6.67,53.27,2.12,0.0,13.87
2020-11-04,-0.15,7.55,-5.19,55.89,2.31,0.0,13.45
2020-11-05,1.39,8.73,-3.07,51.8,2.42,0.0,12.19
2020-11-06,-0.99,5.08,-5.01,53.42,4.43,0.0,12.76
2020-11-07,-1.95,3.74,-5.86,50.04,3.8,0.0,12.73
2020-11-08,-1.55,6.03,-6.85,50.54,2.33,0.0,13.04
2020-11-09,0.97,7.53,-5.44,45.54,1.52,0.0,12.89
2020-11-10,2.43,9.1,-2.12,47.27,1.56,0.0,12.41
2020-11-11,1.9,9.3,-1.74,85.7,2.34,0.01,10.86
2020-11-12,0.23,7.28,-3.45,50.79,2.9,0.0,13.04
2020-11-13,1.66,8.37,-4.06,65.33,1.93,0.0,9.48
2020-11-14,3.16,7.52,0.36,90.41,2.19,0.0,7.1
2020-11-15,4.61,12.68,-0.42,82.56,1.26,0.0,10.16
2020-11-16,4.02,10.57,-0.65,84.31,5.3,0.0,9.13
2020-11-17,3.99,6.02,2.3,95.57,2.33,1.98,1.39
2020-11-18,-0.83,1.79,-6.24,83.96,4.65,10.37,2.48
2020-11-19,-7.04,-2.92,-9.9,76.47,5.11,0.44,9.64
2020-11-20,-4.79,0.72,-9.84,74.19,1.32,0.06,10.37
2020-11-21,-8.3,-5.04,-15.22,73.89,5.16,2.47,6.14
2020-11-22,-13.68,-7.59,-18.99,67.06,3.0,0.06,9.88
2020-11-23,-11.86,-6.31,-16.56,76.95,1.26,0.12,8.84
2020-11-24,-9.64,-4.36,-13.66,77.24,1.08,0.0,8.31
2020-11-25,-8.64,-3.58,-14.59,68.84,2.09,0.0,5.21
2020-11-26,-9.15,-2.91,-14.99,74.78,2.12,0.02,7.03
2020-11-27,-12.24,-6.25,-15.07,78.06,3.43,0.01,9.47
2020-11-28,-10.16,-5.57,-15.33,75.18,1.82,0.03,7.57
2020-11-29,-12.31,-7.1,-16.26,78.74,2.83,0.01,8.22
2020-11-30,-12.08,-6.97,-16.56,75.38,1.2,0.0,8.1
2020-12-01,-10.46,-5.06,-14.4,77.86,1.3,0.02,7.9
2020-12-02,-13.91,-9.42,-17.01,76.22,3.82,0.01,8.83
2020-12-03,-14.68,-8.11,-18.62,79.18,2.33,0.0,10.04
2020-12-04,-14.61,-7.84,-19.27,77.53,2.01,0.0,9.15
2020-12-05,-13.37,-9.2,-18.4,92.11,1.85,0.1,6.43
2020-12-06,-13.47,-8.31,-18.82,75.17,3.28,0.06,8.19
2020-12-07,-16.17,-9.85,-20.14,68.12,2.39,0.02,9.14
2020-12-08,-14.73,-10.05,-19.77,91.22,1.71,0.0,7.57
2020-12-09,-11.91,-5.02,-15.53,82.57,2.64,0.0,8.93
2020-12-10,-11.58,-3.84,-16.21,81.23,2.56,0.0,9.02
2020-12-11,-11.86,-4.74,-16.61,84.0,2.57,0.0,8.93
2020-12-12,-12.82,-5.84,-18.36,77.82,4.7,0.33,7.17
2020-12-13,-19.44,-14.68,-23.0,69.01,4.23,0.01,9.36
2020-12-14,-18.53,-11.81,-23.0,69.36,2.2,0.0,9.57
2020-12-15,-17.49,-10.15,-20.96,68.3,2.15,0.0,9.39
2020-12-16,-16.56,-7.55,-21.14,70.45,1.98,0.0,9.31
2020-12-17,-15.07,-6.51,-18.8,72.16,2.26,0.0,9.47
2020-12-18,-15.06,-8.06,-20.89,78.44,2.27,0.0,9.62
2020-12-19,-14.42,-7.33,-18.19,84.92,1.48,0.0,8.54
2020-12-20,-14.18,-6.56,-19.17,84.97,1.92,0.0,8.8
2020-12-21,-14.01,-7.38,-17.64,92.9,1.57,0.0,8.47
2020-12-22,-12.91,-6.77,-17.13,87.57,2.59,0.0,8.0
2020-12-23,-15.08,-7.39,-19.39,78.03,2.67,0.0,8.82
2020-12-24,-16.41,-8.25,-20.95,74.62,2.87,0.0,9.55
2020-12-25,-13.65,-6.24,-18.66,79.23,1.87,0.0,9.81
2020-12-26,-12.87,-5.27,-17.77,83.0,1.9,0.0,9.5
2020-12-27,-10.84,-4.49,-15.85,78.53,1.42,0.0,9.34
2020-12-28,-14.59,-9.05,-24.35,72.11,4.96,0.05,6.96
2020-12-29,-25.72,-21.55,-28.85,58.78,6.2,0.0,9.66
2020-12-30,-23.86,-17.32,-28.37,70.48,4.89,0.0,10.11
2020-12-31,-21.42,-13.82,-25.27,70.32,2.57,0.0,9.51
2021-01-01,-17.49,-9.02,-23.07,86.03,2.07,0.0,9.88
2021-01-02,-17.86,-10.33,-22.83,73.82,2.71,0.0,9.93
2021-01-03,-16.49,-12.19,-21.77,79.82,1.53,0.0,9.05
2021-01-04,-20.43,-14.73,-24.45,73.37,3.56,0.0,9.84
2021-01-05,-20.78,-13.57,-25.15,73.99,3.26,0.13,10.33
2021-01-06,-28.94,-24.53,-30.99,57.08,7.5,0.03,10.68
2021-01-07,-24.33,-19.21,-30.11,70.01,5.66,0.0,9.21
2021-01-08,-19.99,-14.95,-23.06,74.11,6.63,0.0,10.32
2021-01-09,-17.72,-10.05,-23.47,79.56,4.97,0.0,10.86
2021-01-10,-17.24,-9.97,-22.15,79.21,3.1,0.0,5.21
2021-01-11,-16.88,-9.9,-21.3,79.96,3.25,0.0,10.41
2021-01-12,-14.1,-6.28,-20.44,78.91,3.3,0.0,9.02
2021-01-13,-12.24,-5.28,-17.32,78.66,2.77,0.0,7.31
2021-01-14,-11.06,-3.77,-15.08,86.17,2.48,0.0,6.02
2021-01-15,-14.87,-9.83,-19.55,79.34,3.13,0.0,10.77
2021-01-16,-17.7,-12.31,-21.72,69.75,4.62,0.0,11.13
2021-01-17,-15.83,-6.97,-22.16,70.13,3.37,0.0,11.42
2021-01-18,-12.28,-4.47,-17.95,62.22,2.59,0.0,11.54
2021-01-19,-9.32,-2.52,-15.22,79.15,2.39,0.0,10.9
2021-01-20,-8.92,-2.85,-13.57,76.94,1.12,0.0,10.59
2021-01-21,-7.18,1.27,-12.14,57.96,1.55,0.0,11.09
2021-01-22,-7.08,-1.3,-12.34,58.36,1.48,0.0,11.51
2021-01-23,-6.31,-0.72,-11.24,77.17,1.45,0.0,10.46
2021-01-24,-4.13,2.73,-9.24,82.73,1.07,0.0,10.07
2021-01-25,-6.73,-1.58,-13.3,72.1,2.46,0.05,10.43
2021-01-26,-11.31,-4.58,-15.94,56.72,2.99,0.0,12.27
2021-01-27,-13.04,-7.56,-17.9,69.02,4.71,0.0,10.33
2021-01-28,-15.81,-8.41,-22.28,50.69,5.16,0.0,12.86
2021-01-29,-10.92,-1.99,-17.79,66.62,3.39,0.0,13.07
2021-01-30,-9.33,-0.95,-14.54,70.88,3.33,0.0,13.1
2021-01-31,-8.92,-1.03,-15.56,68.27,4.59,0.0,12.32
2021-02-01,-16.42,-12.1,-21.96,60.45,4.49,0.0,13.09
2021-02-02,-14.87,-5.29,-22.25,52.75,2.88,0.0,12.05
2021-02-03,-11.97,-6.23,-17.46,59.17,4.15,0.0,13.05
2021-02-04,-9.43,-0.51,-17.14,63.9,3.1,0.0,11.62
2021-02-05,-6.45,2.27,-13.32,74.26,3.81,0.0,12.43
2021-02-06,-5.88,3.24,-11.47,75.48,3.35,0.0,12.83
2021-02-07,-9.54,-1.75,-15.43,64.19,2.55,0.0,13.64
2021-02-08,-7.57,-0.57,-13.42,57.31,1.67,0.0,10.76
2021-02-09,-3.88,3.88,-9.78,54.92,1.5,0.0,13.09
2021-02-10,-4.2,2.63,-9.7,58.63,2.27,0.0,13.62
2021-02-11,-1.91,6.66,-7.98,60.58,2.8,0.0,11.24
2021-02-12,-2.17,3.54,-7.5,43.26,1.63,0.32,11.68
2021-02-13,-1.3,5.8,-7.75,51.52,1.9,0.0,13.81
2021-02-14,-9.14,-4.07,-16.47,68.88,4.35,0.03,12.39
2021-02-15,-9.79,0.09,-17.74,57.86,5.47,0.02,15.01
2021-02-16,-12.89,-8.01,-17.6,49.7,6.5,0.0,15.65
2021-02-17,-7.69,1.26,-15.86,55.89,3.48,0.0,15.79
2021-02-18,-2.92,5.96,-9.88,52.08,2.75,0.0,15.02
2021-02-19,-0.99,8.28,-9.04,51.07,3.23,0.0,14.61
2021-02-20,0.56,8.69,-6.57,43.71,3.66,0.0,14.69
2021-02-21,2.35,10.74,-4.86,52.76,3.36,0.0,15.95
2021-02-22,-1.26,4.7,-6.4,49.27,2.47,0.0,15.88
2021-02-23,-0.38,4.56,-3.73,59.08,1.21,0.0,9.57
2021-02-24,1.1,8.9,-5.03,60.04,1.18,0.0,15.78
2021-02-25,0.23,7.01,-4.03,39.58,2.56,0.0,16.62
2021-02-26,-0.02,6.89,-5.16,52.28,4.84,0.0,14.53
2021-02-27,-0.93,3.59,-4.74,75.82,5.04,2.31,3.48
2021-02-28,-2.83,1.31,-5.7,67.3,3.87,2.45,4.59
2021-03-01,-3.97,1.33,-7.32,45.67,3.66,0.4,16.64
2021-03-02,-2.38,5.29,-9.38,49.45,3.52,0.04,17.38
2021-03-03,-0.77,6.99,-8.27,54.45,3.39,0.0,18.31
2021-03-04,1.39,8.61,-4.01,46.53,2.36,0.0,17.75
2021-03-05,-2.47,1.5,-7.32,56.91,3.95,0.05,12.49
2021-03-06,-2.89,3.2,-8.81,43.21,1.57,0.0,19.43
2021-03-07,-0.8,6.45,-8.07,48.12,1.92,0.0,18.73
2021-03-08,2.08,6.4,-1.66,76.15,1.89,0.0,11.53
2021-03-09,3.29,9.12,-1.19,66.39,1.8,0.0,16.81
2021-03-10,2.66,10.53,-2.06,78.41,2.45,0.0,14.36
2021-03-11,3.22,10.42,-2.21,78.83,2.05,1.67,17.71
2021-03-12,2.92,9.99,-2.05,67.25,2.06,6.85,17.44
2021-03-13,3.81,11.25,-2.64,51.76,2.01,0.0,18.54
2021-03-14,3.33,8.55,-0.89,88.76,3.89,0.0,14.18
2021-03-15,-4.37,0.8,-9.56,30.07,7.01,0.0,16.52
2021-03-16,-0.48,6.37,-5.46,42.77,2.58,0.0,5.52
2021-03-17,2.46,9.87,-3.12,61.61,2.48,2.79,7.85
2021-03-18,2.32,8.99,-2.72,83.54,2.09,1.02,7.1
2021-03-19,-0.19,4.12,-5.3,82.92,2.81,2.62,5.07
2021-03-20,-4.94,-0.41,-8.05,51.58,6.6,0.48,20.13
2021-03-21,-4.19,2.28,-9.93,37.71,5.66,0.0,23.19
2021-03-22,-1.0,7.83,-8.22,40.24,3.21,0.02,22.95
2021-03-23,2.11,12.86,-5.51,44.9,2.93,0.0,18.33
2021-03-24,5.31,13.46,-2.83,34.01,2.27,0.0,23.62
2021-03-25,6.35,14.64,-2.08,50.81,2.92,0.25,17.95
2021-03-26,6.66,14.06,0.63,55.66,2.11,0.52,13.03
2021-03-27,5.54,15.56,-2.95,39.67,4.93,0.0,21.77
2021-03-28,-0.73,5.6,-5.67,37.95,5.9,0.0,24.8
2021-03-29,2.62,9.2,-3.11,37.0,1.6,0.0,19.34
2021-03-30,5.66,14.77,-2.3,48.09,2.76,0.0,14.48
2021-03-31,5.84,10.19,1.89,43.42,4.56,1.07,7.29
2021-04-01,3.48,5.1,1.55,91.53,3.52,9.69,6.11
2021-04-02,3.21,8.25,-1.2,54.5,4.67,0.16,14.88
2021-04-03,0.87,8.28,-4.65,37.6,4.13,0.0,22.47
2021-04-04,3.4,10.74,-4.82,39.95,1.99,0.0,23.94
2021-04-05,2.57,5.46,-0.11,81.79,1.5,2.41,6.78
2021-04-06,3.91,8.36,-1.29,62.26,1.31,0.05,15.72
2021-04-07,6.57,14.17,-2.64,34.73,1.4,0.0,25.32
2021-04-08,8.29,15.94,0.81,35.91,1.94,0.0,23.22
2021-04-09,8.23,15.07,1.93,46.0,1.26,0.0,22.01
2021-04-10,6.36,10.83,1.8,80.4,3.39,0.29,14.38
2021-04-11,5.73,8.88,3.75,88.38,3.11,0.87,8.79
2021-04-12,-0.02,4.5,-8.01,59.1,6.02,1.26,20.4
2021-04-13,-1.32,6.84,-8.43,33.67,3.85,0.0,27.76
2021-04-14,3.84,12.18,-4.64,39.22,3.97,0.0,26.97
2021-04-15,0.36,6.75,-5.84,45.13,6.6,0.02,19.7
2021-04-16,-1.54,4.3,-6.56,44.29,4.72,0.08,21.44
2021-04-17,2.85,12.46,-6.58,35.57,3.34,0.0,28.8
2021-04-18,7.15,15.65,-2.47,35.0,2.45,0.0,27.67
2021-04-19,11.89,19.44,4.21,30.76,1.64,0.0,22.2
2021-04-20,14.01,21.94,5.97,42.95,2.19,0.01,24.84
2021-04-21,11.43,17.85,4.81,64.45,3.13,0.35,19.28
2021-04-22,10.58,17.13,6.41,73.89,1.96,2.31,16.87
2021-04-23,12.81,20.31,3.47,57.51,3.77,0.02,23.24
2021-04-24,12.04,20.55,3.72,59.14,4.01,0.0,23.66
2021-04-25,8.65,13.45,4.37,73.7,4.68,0.18,7.35
2021-04-26,6.16,12.55,-1.49,43.84,5.22,0.0,21.88
2021-04-27,1.86,7.86,-4.66,44.55,4.86,0.03,23.7
2021-04-28,3.11,9.7,-4.73,40.75,4.85,0.15,23.04
2021-04-29,2.83,8.0,-2.76,41.04,5.29,0.48,26.43
2021-04-30,3.5,8.06,-2.33,51.74,6.23,3.47,19.1
2021-05-01,4.75,12.41,-3.27,35.55,4.48,0.0,27.09
2021-05-02,10.22,21.22,-1.26,43.32,5.56,0.0,27.21
2021-05-03,7.26,15.86,0.46,56.43,5.3,0.0,16.01
2021-05-04,3.04,6.79,-3.12,40.39,6.19,0.27,23.45
2021-05-05,8.93,18.85,-2.66,28.88,4.95,0.0,29.72
2021-05-06,3.42,7.05,0.22,44.67,9.4,0.1,23.52
2021-05-07,9.17,18.87,-4.44,34.13,5.48,0.01,29.25
2021-05-08,9.94,17.68,2.43,41.73,4.63,0.03,27.06
2021-05-09,12.09,20.46,3.95,49.21,2.86,0.01,21.8
2021-05-10,12.77,20.91,3.11,38.03,2.25,0.0,25.45
2021-05-11,14.23,25.53,3.04,43.31,4.98,0.14,22.93
2021-05-12,14.75,23.43,4.97,43.89,3.43,0.24,24.74
2021-05-13,16.74,22.71,10.73,68.81,3.89,2.44,21.84
2021-05-14,14.74,22.75,4.88,71.97,6.19,9.85,13.85
2021-05-15,7.57,12.86,3.64,47.88,6.25,3.45,8.84
2021-05-16,10.96,18.85,2.95,31.07,3.72,0.01,30.24
2021-05-17,13.64,22.03,4.44,35.03,2.98,0.15,26.51
2021-05-18,15.43,22.04,7.55,33.28,2.96,0.0,26.93
2021-05-19,13.69,20.82,7.95,52.89,2.63,0.22,12.71
2021-05-20,13.57,20.78,6.95,62.21,2.08,0.08,24.43
2021-05-21,17.2,26.4,7.87,45.71,2.93,0.0,29.26
2021-05-22,13.68,22.8,6.67,55.78,4.41,0.78,16.54
2021-05-23,7.87,14.59,0.82,32.92,4.84,0.0,25.3
2021-05-24,6.47,13.61,0.16,34.04,5.15,0.03,23.61
2021-05-25,13.76,24.7,0.36,34.78,5.04,0.03,30.0
2021-05-26,10.92,17.72,5.01,48.67,4.94,0.17,25.44
2021-05-27,11.11,16.92,4.59,38.78,7.04,0.67,26.53
2021-05-28,14.13,23.95,1.5,35.19,4.57,0.0,31.58
2021-05-29,19.06,29.11,8.38,37.56,3.14,0.57,28.69
2021-05-30,17.58,26.52,7.54,36.67,2.76,0.0,32.16
2021-05-31,15.04,22.38,6.26,46.35,3.92,3.01,18.86
2021-06-01,14.23,24.69,2.84,33.4,4.57,0.01,23.63
2021-06-02,9.86,16.04,2.92,39.75,4.91,0.0,30.73
2021-06-03,10.58,18.52,1.1,45.24,4.61,0.0,31.71
2021-06-04,13.54,21.67,5.69,37.51,4.6,0.0,30.41
2021-06-05,17.09,26.77,5.63,29.85,3.23,0.0,29.62
2021-06-06,19.39,29.72,10.35,43.17,2.84,0.03,16.15
2021-06-07,18.78,28.1,11.66,49.17,3.13,0.03,24.16
2021-06-08,17.04,24.33,8.37,42.11,2.04,1.64,18.98
2021-06-09,14.61,19.11,8.29,61.74,1.49,0.82,10.55
2021-06-10,18.17,27.06,8.46,46.07,1.08,0.07,31.62
2021-06-11,18.57,26.1,11.32,41.72,3.59,0.05,24.49
2021-06-12,19.43,25.64,12.12,60.99,2.28,0.7,23.92
2021-06-13,19.52,25.11,15.53,76.78,2.97,8.37,17.86
2021-06-14,20.42,28.64,14.83,57.51,2.6,1.88,21.89
2021-06-15,21.82,30.2,13.63,42.09,2.11,0.11,24.51
2021-06-16,15.14,17.63,8.87,72.2,3.38,31.19,7.85
2021-06-17,14.83,23.98,5.34,45.34,3.95,0.0,31.5
2021-06-18,15.62,22.74,9.25,36.54,4.72,0.0,32.09
2021-06-19,17.32,25.43,9.01,33.53,4.16,0.0,31.77
2021-06-20,17.78,26.76,8.73,43.67,2.61,0.0,22.47
2021-06-21,19.27,27.49,12.31,48.37,1.56,0.04,26.96
2021-06-22,21.07,28.99,10.92,43.41,1.94,0.01,27.92
2021-06-23,19.06,26.35,13.62,71.39,2.28,13.95,14.28
2021-06-24,17.13,21.76,13.89,83.87,2.57,6.63,8.65
2021-06-25,21.27,30.53,13.68,51.64,2.86,0.3,28.76
2021-06-26,21.28,29.18,12.08,44.14,2.85,0.01,30.98
2021-06-27,23.19,31.01,14.87,42.09,1.58,0.0,30.58
2021-06-28,23.56,31.29,16.44,41.14,1.62,0.04,21.85
2021-06-29,21.42,28.97,13.82,43.99,3.07,0.04,30.57
2021-06-30,20.5,28.65,10.98,32.96,2.87,0.0,30.94
2021-07-01,21.55,28.98,13.43,37.32,1.77,0.09,29.66
2021-07-02,16.18,20.9,12.88,79.62,3.17,4.8,9.36
2021-07-03,17.75,24.76,12.38,63.41,2.85,2.43,27.67
2021-07-04,20.65,30.17,10.06,52.39,2.06,0.98,30.25
2021-07-05,18.53,24.69,12.26,69.56,3.92,14.38,21.71
